City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
341,chibougamau,49.9168,-74.3659,265.94,93,75,2.06,CA,2023-11-11
342,touba,8.2833,-7.6833,295.56,91,100,1.61,CI,2023-11-11
343,blanes,41.6742,2.7904,284.8,77,36,2.68,ES,2023-11-11
344,sovetskiy,61.3614,63.5842,273.09,90,100,2.24,RU,2023-11-11
345,baiti,13.745,-14.7482,298.24,31,100,2.81,SN,2023-11-11
346,puerto santa,-8.9906,-78.6456,291.64,89,15,3.68,PE,2023-11-11
347,santiago de cao,-7.9589,-79.2392,292.22,88,7,3.09,PE,2023-11-11
348,paracuru,-3.41,-39.0306,300.99,77,8,6.77,BR,2023-11-11
349,borisoglebskiy,57.2586,39.1508,276.07,89,79,4.01,RU,2023-11-11
350,tefe,-3.3542,-64.7114,300.29,63,100,0.63,BR,2023-11-11
351,mary,37.0,62.5,287.33,42,100,4.55,TM,2023-11-11
352,san antonio de pale,-1.4014,5.6325,299.15,84,100,5.59,GQ,2023-11-11
353,tsiombe,-25.3,45.4833,291.94,76,59,3.14,MG,2023-11-11
354,middelburg,-25.7751,29.4648,289.48,76,0,2.53,ZA,2023-11-11
355,changji,44.0167,87.3167,276.59,65,75,3.0,CN,2023-11-11
356,sullivan,36.5168,-82.5332,282.12,88,100,1.54,US,2023-11-11
357,iglino,54.8324,56.4126,278.52,94,100,3.5,RU,2023-11-11
358,luderitz,-26.6481,15.1594,289.25,88,6,5.91,NA,2023-11-11
359,razole,16.4833,81.8333,297.38,75,7,1.75,IN,2023-11-11
360,levashi,42.4304,47.3215,274.64,74,1,1.59,RU,2023-11-11
361,den burg,53.0542,4.7972,281.49,76,75,7.2,NL,2023-11-11
362,baoro,5.6667,15.9667,293.07,96,63,0.54,CF,2023-11-11
363,yilan,24.757,121.753,296.34,96,100,1.49,TW,2023-11-11
364,bathsheba,13.2167,-59.5167,299.49,89,40,9.26,BB,2023-11-11
365,nikolayevsk-on-amure,53.1406,140.73,265.74,79,100,5.11,RU,2023-11-11
366,kirakira,-10.4544,161.9205,301.57,79,100,5.21,SB,2023-11-11
367,crane,31.3974,-102.3501,285.01,56,100,3.97,US,2023-11-11
368,castillos,-34.1667,-53.8333,288.74,92,100,8.57,UY,2023-11-11
369,lae,-6.7221,146.9847,307.52,53,65,2.83,PG,2023-11-11
370,maragogi,-9.0122,-35.2225,297.61,77,24,3.38,BR,2023-11-11
371,bealanana,-14.55,48.7333,290.93,95,24,0.29,MG,2023-11-11
372,alamosa,37.4695,-105.87,272.14,64,0,3.6,US,2023-11-11
373,sorong,-0.8833,131.25,301.66,75,56,4.51,ID,2023-11-11
374,basco,20.4487,121.9702,301.09,71,25,8.51,PH,2023-11-11
375,vadso,70.0744,29.7487,272.24,86,40,1.54,NO,2023-11-11
376,sweetwater,25.7634,-80.3731,299.02,91,75,2.57,US,2023-11-11
377,wanning,18.8003,110.3967,301.08,78,18,2.7,CN,2023-11-11
378,martuk,50.7475,56.5056,278.09,92,100,5.22,KZ,2023-11-11
379,kathmandu,27.7167,85.3167,286.43,79,20,1.03,NP,2023-11-11
380,puerto aysen,-45.4,-72.7,280.25,99,100,2.07,CL,2023-11-11
381,kegeyli shahar,42.7767,59.6078,280.2,76,1,7.41,UZ,2023-11-11
382,kawerau,-38.1,176.7,292.85,61,4,2.68,NZ,2023-11-11
383,seminole,28.7086,-81.2081,296.75,91,0,1.54,US,2023-11-11
384,ludhiana,30.9,75.85,288.4,72,0,3.06,IN,2023-11-11
385,brezina,33.0989,1.2608,286.48,54,7,6.2,DZ,2023-11-11
386,apolinario saravia,-24.4328,-63.9954,302.14,50,59,1.83,AR,2023-11-11
387,dungarpur,23.8333,73.7167,295.25,41,0,2.85,IN,2023-11-11
388,tupiza,-21.45,-65.7167,291.83,36,75,1.71,BO,2023-11-11
389,guangming,45.3333,122.7833,269.34,34,0,3.82,CN,2023-11-11
390,santo antonio,-6.3106,-35.4789,295.97,81,10,3.17,BR,2023-11-11
391,puerto rico,-26.796,-55.024,298.16,88,9,1.87,AR,2023-11-11
392,bikenibeu village,1.3673,173.1241,304.13,74,75,3.09,KI,2023-11-11
393,buaran,-7.05,109.55,304.5,57,21,1.38,ID,2023-11-11
394,okha,53.5739,142.9478,269.62,69,100,7.32,RU,2023-11-11
395,sisimiut,66.9395,-53.6735,266.51,82,84,5.34,GL,2023-11-11
396,tanjung pandan,-2.75,107.65,303.53,63,83,1.91,ID,2023-11-11
397,kayangel,8.0823,134.7173,302.15,77,98,6.06,PW,2023-11-11
398,corfu,39.62,19.9197,290.03,88,100,0.0,GR,2023-11-11
399,camocim,-2.9022,-40.8411,299.27,77,1,6.94,BR,2023-11-11
400,el calafate,-50.3408,-72.2768,282.95,69,100,2.53,AR,2023-11-11
401,howrah,22.5892,88.3103,296.15,78,20,3.09,IN,2023-11-11
402,mbeya,-8.9,33.45,289.49,82,64,2.65,TZ,2023-11-11
403,ghat,24.9647,10.1728,293.88,16,0,1.72,LY,2023-11-11
404,port-cartier,50.0334,-66.8654,271.23,94,100,3.93,CA,2023-11-11
405,ridder,50.355,83.5133,273.68,90,100,2.08,KZ,2023-11-11
406,college,64.8569,-147.8028,264.63,85,100,4.12,US,2023-11-11
407,krasnyye barrikady,46.2045,47.8535,275.13,100,0,3.0,RU,2023-11-11
408,lerwick,60.1545,-1.1494,279.15,75,100,9.54,GB,2023-11-11
409,tabou,4.423,-7.3528,297.97,89,48,2.75,CI,2023-11-11
410,grinnell,41.743,-92.7224,273.67,78,0,1.79,US,2023-11-11
411,cromer,52.9312,1.2989,275.78,81,4,6.2,GB,2023-11-11
412,forster,-32.1667,152.5167,298.87,68,0,8.53,AU,2023-11-11
413,kuandian,40.7286,124.7847,270.11,33,1,2.63,CN,2023-11-11
414,wenling,28.3669,121.36,287.51,89,100,6.08,CN,2023-11-11
415,vasil'yevo,55.836,48.6582,274.09,85,8,5.51,RU,2023-11-11
416,st. john's,47.5649,-52.7093,275.64,91,75,11.83,CA,2023-11-11
417,garachico,28.7781,-17.7646,292.21,78,0,4.12,ES,2023-11-11
418,dongola,19.1667,30.4833,300.51,38,3,3.53,SD,2023-11-11
419,fort bragg,35.139,-79.006,285.53,63,100,3.6,US,2023-11-11
420,mitrovice,42.8833,20.8667,283.29,98,100,1.56,XK,2023-11-11
421,masterton,-40.9597,175.6575,288.09,32,8,0.74,NZ,2023-11-11
422,biryusinsk,55.9634,97.8235,259.6,86,5,1.44,RU,2023-11-11
423,coahuayana de hidalgo,18.7,-103.6583,298.95,86,99,0.99,MX,2023-11-11
424,pahlgam,34.0333,75.3333,273.54,73,3,4.01,IN,2023-11-11
425,ilek,51.5271,53.3831,277.75,88,100,7.53,RU,2023-11-11
426,cabedelo,-6.9811,-34.8339,299.52,75,14,5.63,BR,2023-11-11
427,el porvenir,13.7617,-87.3458,298.78,93,81,2.72,HN,2023-11-11
428,sangkhla buri,15.1555,98.4536,300.36,78,97,0.59,TH,2023-11-11
429,boguchany,58.3814,97.4531,259.74,96,8,1.34,RU,2023-11-11
430,chinde,26.8418,88.0763,288.37,59,0,0.94,NP,2023-11-11
431,ardatov,55.2421,43.097,275.85,95,100,2.52,RU,2023-11-11
432,kirensk,57.7853,108.1119,262.57,70,82,1.79,RU,2023-11-11
433,howard springs,-12.497,131.047,305.72,66,34,2.64,AU,2023-11-11
434,xichang,27.8964,102.2634,287.48,69,1,0.58,CN,2023-11-11
435,fuerte olimpo,-21.0415,-57.8738,305.43,31,78,2.51,PY,2023-11-11
436,miracema do tocantins,-9.5618,-48.3967,301.91,44,48,0.26,BR,2023-11-11
437,arteaga,18.4667,-102.4167,291.85,97,77,1.1,MX,2023-11-11
438,hafendorf,47.4557,15.319,278.16,94,100,1.53,AT,2023-11-11
439,puerto ayacucho,5.6639,-67.6236,299.5,86,100,0.77,VE,2023-11-11
440,san ignacio,17.1561,-89.0714,299.23,94,0,0.0,BZ,2023-11-11
441,mejit,10.2753,170.8646,300.75,84,100,9.0,MH,2023-11-11
442,mili,6.0815,171.735,301.25,83,100,8.05,MH,2023-11-11
443,snyder,32.7179,-100.9176,285.29,50,100,3.6,US,2023-11-11
444,tralee,52.2704,-9.7026,280.59,86,74,1.26,IE,2023-11-11
445,kisangani,0.5167,25.2,292.84,98,99,0.28,CD,2023-11-11
446,kapit,2.0167,112.9333,297.61,97,100,0.65,MY,2023-11-11
447,konarka,19.9,86.1167,294.37,69,7,3.45,IN,2023-11-11
448,seosan,36.7817,126.4522,279.01,53,100,5.25,KR,2023-11-11
449,tual,-5.6667,132.75,301.14,77,66,4.29,ID,2023-11-11
450,barisal,22.7019,90.3711,296.27,65,6,2.77,BD,2023-11-11
451,taiynsha,53.8478,69.7639,274.42,89,75,3.23,KZ,2023-11-11
452,sabang,5.8933,95.3214,299.9,83,100,5.59,ID,2023-11-11
453,toliara,-23.35,43.6667,292.92,71,0,5.98,MG,2023-11-11
454,umluj,25.0213,37.2685,302.02,39,1,2.75,SA,2023-11-11
455,callao,-12.0667,-77.15,293.31,77,0,5.14,PE,2023-11-11
456,san luis de la loma,17.2706,-100.8939,299.79,86,80,1.24,MX,2023-11-11
457,alaghsas,17.0187,8.0168,298.5,17,75,4.19,NE,2023-11-11
458,salalah,17.0151,54.0924,299.2,94,40,1.54,OM,2023-11-11
459,kirkwood,38.5834,-90.4068,279.68,57,20,2.57,US,2023-11-11
460,kembe,4.6228,21.8865,294.48,97,100,1.05,CF,2023-11-11
461,goondiwindi,-28.55,150.3167,303.03,33,0,2.18,AU,2023-11-11
462,kijang,35.2442,129.2139,285.45,48,65,3.89,KR,2023-11-11
463,kolonia,50.9333,6.95,280.12,92,100,3.09,DE,2023-11-11
464,giyani,-23.3025,30.7187,292.37,75,0,1.03,ZA,2023-11-11
465,anna regina,7.2644,-58.5077,300.22,82,12,4.07,GY,2023-11-11
466,alice springs,-23.7,133.8833,305.9,24,0,4.63,AU,2023-11-11
467,tulun,54.5611,100.5792,259.54,91,45,1.85,RU,2023-11-11
468,berdigestyakh,62.0989,126.6992,253.4,100,100,1.82,RU,2023-11-11
469,asau,46.4333,26.4,281.66,92,99,1.05,RO,2023-11-11
470,box elder,41.5005,-112.8764,278.85,46,1,2.04,US,2023-11-11
471,nehe,48.4833,124.8333,263.01,69,14,1.65,CN,2023-11-11
472,bubaque,11.2833,-15.8333,301.81,58,99,4.97,GW,2023-11-11
473,stabat,3.761,98.4513,299.92,92,100,0.37,ID,2023-11-11
474,al kut,32.5147,45.819,296.01,30,56,2.25,IQ,2023-11-11
475,nantucket,41.2835,-70.0995,280.21,65,39,3.09,US,2023-11-11
476,new norfolk,-42.7826,147.0587,291.44,44,51,4.94,AU,2023-11-11
477,arkhangel'sk,64.5401,40.5433,273.78,98,100,1.92,RU,2023-11-11
478,grahamstown,-33.3042,26.5328,287.57,86,65,3.63,ZA,2023-11-11
479,payakumbuh,-0.2202,100.6308,298.84,86,82,0.54,ID,2023-11-11
480,serang,-6.1149,106.1502,303.01,65,100,0.96,ID,2023-11-11
481,sovetsk,55.0839,21.8785,278.53,93,99,2.66,RU,2023-11-11
482,moree,-29.4667,149.85,302.66,37,0,4.06,AU,2023-11-11
483,severo-yeniseyskiy,60.3725,93.0408,259.03,94,85,1.79,RU,2023-11-11
484,darwin,-12.4611,130.8418,305.02,62,75,4.12,AU,2023-11-11
485,ocean shores,46.9737,-124.1563,283.97,96,100,5.14,US,2023-11-11
486,mirny,62.5353,113.9611,264.95,61,64,3.13,RU,2023-11-11
487,mersing,2.4312,103.8405,301.71,75,88,1.33,MY,2023-11-11
488,cambridge,43.3601,-80.3127,278.38,74,86,2.69,CA,2023-11-11
489,katsuren-haebaru,26.3369,127.8719,298.36,73,100,5.14,JP,2023-11-11
490,mandalgovi,45.7625,106.2708,262.25,36,0,6.71,MN,2023-11-11
491,brazil,39.5237,-87.125,278.24,65,0,3.09,US,2023-11-11
492,brisas de zicatela,15.8369,-97.0419,301.44,54,20,0.0,MX,2023-11-11
493,mana,5.6592,-53.7767,300.0,84,33,5.38,GF,2023-11-11
494,uthal,25.8072,66.6219,296.81,19,0,1.94,PK,2023-11-11
495,wajir,1.7471,40.0573,298.59,79,100,4.02,KE,2023-11-11
496,jiaojiang,28.6803,121.4428,288.71,93,100,3.6,CN,2023-11-11
497,katabu,-4.9333,122.5167,306.6,39,83,0.76,ID,2023-11-11
498,dalandzadgad,43.5708,104.425,266.17,22,0,5.7,MN,2023-11-11
499,arawa,-6.2132,155.5367,304.23,61,99,1.36,PG,2023-11-11
500,kasane,-17.8167,25.15,297.09,40,70,2.67,BW,2023-11-11
501,ust'-ordynskiy,52.805,104.7508,258.54,86,21,1.51,RU,2023-11-11
502,fredericksburg,38.3032,-77.4605,277.0,92,0,0.0,US,2023-11-11
503,ambodifotatra,-16.9833,49.85,298.83,82,67,3.6,MG,2023-11-11
504,ambovombe,-25.1667,46.0833,291.79,76,26,3.77,MG,2023-11-11
505,sao joao da barra,-21.6403,-41.0511,295.57,90,0,1.03,BR,2023-11-11
506,naze,28.3667,129.4833,294.59,66,100,5.68,JP,2023-11-11
507,pecanha,-18.5486,-42.5569,292.27,53,61,1.59,BR,2023-11-11
508,sitangkai,4.6628,119.3928,301.09,77,59,1.48,PH,2023-11-11
509,belyy yar,53.6039,91.3903,259.09,92,100,0.0,RU,2023-11-11
510,hiratacho,35.4333,132.8167,285.85,76,97,5.5,JP,2023-11-11
511,singtam,27.2333,88.5,293.13,55,3,1.07,IN,2023-11-11
512,gornopravdinsk,60.05,69.9,272.82,96,100,2.91,RU,2023-11-11
513,itapetinga,-15.2489,-40.2478,292.35,90,3,1.36,BR,2023-11-11
514,luau,-10.7073,22.2247,291.46,91,100,0.14,AO,2023-11-11
515,mgandu,-5.95,34.1333,293.22,64,100,3.82,TZ,2023-11-11
516,likhoslavl',57.1275,35.464,276.96,92,100,3.69,RU,2023-11-11
517,fort mcmurray,56.7268,-111.381,271.42,91,84,2.28,CA,2023-11-11
518,cockburn town,21.4612,-71.1419,301.59,76,100,9.78,TC,2023-11-11
519,narvik,68.4384,17.4272,267.74,96,2,3.24,NO,2023-11-11
520,ellsworth,44.5434,-68.4195,279.59,73,100,1.54,US,2023-11-11
521,quellon,-43.1167,-73.6167,282.46,90,100,9.77,CL,2023-11-11
522,nemuro,43.3236,145.575,277.59,58,37,11.69,JP,2023-11-11
523,rabo de peixe,37.8,-25.5833,294.81,99,75,9.26,PT,2023-11-11
524,nyagan,62.1406,65.3936,273.43,88,100,3.32,RU,2023-11-11
525,ciechocinek,52.8791,18.7951,280.06,90,100,2.05,PL,2023-11-11
526,kone,-21.0595,164.8658,299.8,50,51,4.44,NC,2023-11-11
527,vuktyl,63.8567,57.3094,269.32,98,69,1.34,RU,2023-11-11
528,wellington,-41.2866,174.7756,289.57,68,3,3.09,NZ,2023-11-11
529,dauphin,51.1494,-100.0502,273.23,80,100,3.6,CA,2023-11-11
530,kapuskasing,49.4169,-82.4331,269.15,93,100,2.06,CA,2023-11-11
531,ust'-dzheguta,44.0834,41.9763,276.52,48,25,2.49,RU,2023-11-11
532,balcarce,-37.8462,-58.2552,287.37,95,100,7.43,AR,2023-11-11
533,acapulco de juarez,16.8634,-99.8901,300.5,83,51,1.26,MX,2023-11-11
534,mobaye,4.319,21.1786,295.1,98,100,0.73,CF,2023-11-11
535,neyshabur,36.2133,58.7958,284.93,48,95,0.85,IR,2023-11-11
536,gwaram,11.2764,9.8858,296.76,25,100,2.35,NG,2023-11-11
537,north bend,43.4065,-124.2243,282.99,93,75,3.09,US,2023-11-11
538,rostov,57.1914,39.4139,276.01,90,88,4.36,RU,2023-11-11
539,cosala,24.4125,-106.6908,294.6,85,0,0.63,MX,2023-11-11
